transcript,KO
Transcript_31560.p1,K10380
Transcript_31561.p2,
Transcript_31562.p2,
Transcript_31563.p1,
Transcript_31564.p1,
Transcript_31565.p1,
Transcript_31566.p1,K10297
Transcript_31567.p3,
Transcript_31568.p2,
Transcript_31569.p1,
Transcript_3157.p1,K04892
Transcript_31570.p2,
Transcript_31571.p2,
Transcript_31572.p2,K00799
Transcript_31573.p2,
Transcript_31574.p3,
Transcript_31575.p1,K06252
Transcript_31576.p1,K06252
Transcript_31577.p2,K06252
Transcript_31578.p1,
Transcript_3158.p3,
Transcript_31580.p4,
Transcript_31582.p4,
Transcript_31583.p1,
Transcript_31584.p1,K01024
Transcript_31585.p1,
Transcript_31586.p2,K00508
Transcript_31587.p1,
Transcript_31588.p1,
Transcript_31589.p1,
Transcript_3159.p1,
Transcript_31590.p2,
Transcript_31591.p1,
Transcript_31592.p1,
Transcript_31593.p1,
Transcript_31594.p1,
Transcript_31595.p3,
Transcript_31596.p3,
Transcript_31597.p1,
Transcript_31599.p2,
Transcript_316.p1,K00615
Transcript_3160.p1,
Transcript_31600.p5,K18932
Transcript_31601.p1,
Transcript_31603.p3,K07342
Transcript_31604.p1,
Transcript_31605.p2,
Transcript_31606.p3,
Transcript_31607.p1,
Transcript_31608.p1,
Transcript_31609.p2,
Transcript_3161.p1,
Transcript_31610.p1,
Transcript_31611.p1,
Transcript_31612.p1,
Transcript_31613.p3,
Transcript_31614.p6,K07300
Transcript_31615.p1,
Transcript_31616.p2,
Transcript_31617.p1,
Transcript_31618.p1,
Transcript_31619.p1,
Transcript_3162.p3,
Transcript_31620.p1,K01315
Transcript_31621.p2,
Transcript_31622.p1,
Transcript_31623.p3,
Transcript_31624.p1,
Transcript_31625.p1,K22132
Transcript_31626.p1,K13339
Transcript_31627.p1,
Transcript_31628.p4,
Transcript_31629.p1,
Transcript_3163.p1,
Transcript_31630.p1,K07934
Transcript_31631.p1,K22074
Transcript_31632.p1,
Transcript_31633.p4,K22063
Transcript_31635.p1,
Transcript_31636.p1,
Transcript_31637.p3,
Transcript_31638.p1,K18134
Transcript_31639.p1,
Transcript_3164.p2,
Transcript_31640.p3,K06968
Transcript_31641.p1,
Transcript_31643.p2,
Transcript_31645.p1,K00311
Transcript_31647.p3,
Transcript_31648.p1,K02705
Transcript_31649.p1,K01201
Transcript_31650.p1,
Transcript_31656.p2,
Transcript_31657.p1,
Transcript_3166.p1,K14015
Transcript_31664.p2,K04565
Transcript_31665.p2,
Transcript_31668.p2,K11320
Transcript_3167.p1,
Transcript_31672.p1,
Transcript_31674.p1,
Transcript_31675.p3,
Transcript_31676.p2,
Transcript_31677.p1,K11129
Transcript_31678.p1,K00053
Transcript_31679.p1,K00837
Transcript_3168.p2,
Transcript_31680.p1,
Transcript_31682.p2,
Transcript_31684.p1,
Transcript_31685.p1,
Transcript_31686.p2,
Transcript_31687.p1,K20280
Transcript_31688.p2,K01487
Transcript_31689.p1,K10773
Transcript_3169.p1,
Transcript_31690.p1,
Transcript_31691.p1,K04802
Transcript_31692.p2,
Transcript_31693.p1,K02932
Transcript_31694.p2,
Transcript_31695.p1,K13119
Transcript_31696.p1,
Transcript_31697.p1,K05757
Transcript_31698.p1,
Transcript_31699.p1,K01183
Transcript_317.p2,
Transcript_3170.p1,
Transcript_31700.p1,
Transcript_31701.p1,
Transcript_31702.p1,
Transcript_31703.p1,
Transcript_31704.p1,K01193
Transcript_31707.p1,
Transcript_31708.p2,K02987
Transcript_3171.p1,
Transcript_31710.p1,
Transcript_31711.p1,
Transcript_31712.p1,
Transcript_31713.p1,
Transcript_31714.p2,
Transcript_31715.p1,
Transcript_31717.p1,
Transcript_31718.p1,
Transcript_31719.p1,K02967
Transcript_3172.p1,
Transcript_31720.p1,K22611
Transcript_31721.p1,K11314
Transcript_31722.p1,
Transcript_31727.p2,
Transcript_31728.p1,
Transcript_31729.p2,
Transcript_31730.p4,
Transcript_31731.p3,
Transcript_31732.p4,
Transcript_31733.p2,
Transcript_31734.p2,
Transcript_31735.p3,
Transcript_31737.p4,
Transcript_3174.p3,
Transcript_31740.p3,
Transcript_31741.p1,
Transcript_31742.p1,
Transcript_31743.p1,
Transcript_31745.p2,
Transcript_31747.p1,
Transcript_31748.p2,
Transcript_31749.p1,
Transcript_31750.p1,K19751
Transcript_31751.p2,K08568
Transcript_31752.p3,
Transcript_31753.p1,
Transcript_31754.p1,
Transcript_31755.p1,
Transcript_31756.p1,
Transcript_31757.p3,
Transcript_3176.p1,
Transcript_31763.p1,
Transcript_31765.p2,K05970
Transcript_31767.p1,
Transcript_31769.p2,
Transcript_3177.p1,
Transcript_31770.p3,
Transcript_31772.p1,
Transcript_31773.p1,
Transcript_31774.p2,K15110
Transcript_31775.p2,
Transcript_31776.p1,
Transcript_31777.p1,K12559
Transcript_31779.p1,
Transcript_3178.p7,
Transcript_31780.p1,
Transcript_31781.p4,
Transcript_31783.p2,
Transcript_31784.p1,K14209
Transcript_31785.p3,
Transcript_31786.p1,
Transcript_31787.p1,
Transcript_31788.p1,K14312
Transcript_31789.p1,
Transcript_3179.p1,
Transcript_31791.p1,
Transcript_31793.p1,
Transcript_31794.p4,
Transcript_31795.p1,K11835
Transcript_31796.p1,
Transcript_31797.p1,
Transcript_31798.p1,K06069
Transcript_31799.p1,K05857
Transcript_318.p3,
Transcript_3180.p1,
Transcript_31800.p3,
Transcript_31802.p1,K01755
Transcript_31803.p3,
Transcript_31804.p1,
Transcript_31805.p1,
Transcript_31806.p2,
Transcript_31807.p2,
Transcript_31808.p1,
Transcript_31809.p1,
Transcript_3181.p1,
Transcript_31810.p1,K20045
Transcript_31811.p1,
Transcript_31812.p2,K20045
Transcript_31813.p1,
Transcript_31814.p3,
Transcript_31815.p1,K11886
Transcript_31816.p2,
Transcript_31817.p1,
Transcript_31818.p2,K15157
Transcript_31819.p1,K05389
Transcript_31820.p1,
Transcript_31821.p3,
Transcript_31822.p1,
Transcript_31823.p1,K19373
Transcript_31824.p4,
Transcript_31825.p2,
Transcript_31826.p1,
Transcript_31827.p1,
Transcript_31828.p1,
Transcript_31829.p3,K06071
Transcript_3183.p4,
Transcript_31830.p2,K15102
Transcript_31831.p1,
Transcript_31832.p1,
Transcript_31833.p1,K07937
Transcript_31834.p1,K00314
Transcript_31835.p2,
Transcript_31836.p3,
Transcript_31837.p1,
Transcript_31838.p2,
Transcript_31839.p2,K00294
Transcript_31840.p1,
Transcript_31841.p2,
Transcript_31842.p1,K21398
Transcript_31843.p3,K21398
Transcript_31844.p3,
Transcript_31845.p1,K12309
Transcript_31846.p1,K21398
Transcript_31848.p2,K00762
Transcript_31849.p3,
Transcript_3185.p2,K05665
Transcript_31850.p3,
Transcript_31851.p1,
Transcript_31852.p1,K14803
Transcript_31853.p2,
Transcript_31855.p3,
Transcript_31856.p2,
Transcript_31857.p2,
Transcript_31858.p2,K15559
Transcript_31859.p1,
Transcript_3186.p3,
Transcript_31860.p2,
Transcript_31861.p1,
Transcript_31862.p1,
Transcript_31863.p1,
Transcript_31864.p1,
Transcript_31865.p2,
Transcript_31866.p1,
Transcript_31867.p1,
Transcript_31868.p1,
Transcript_31869.p1,K14993
Transcript_3187.p1,K07017
Transcript_31870.p1,
Transcript_31871.p2,
Transcript_31872.p1,
Transcript_31873.p1,
Transcript_31874.p1,
Transcript_31875.p1,
Transcript_31876.p1,
Transcript_31877.p1,K09872
Transcript_31878.p1,
Transcript_31879.p2,
Transcript_3188.p1,
Transcript_31880.p2,
Transcript_31881.p1,
Transcript_31882.p1,K02945
Transcript_31883.p1,
Transcript_31884.p1,
Transcript_31885.p1,
Transcript_31886.p1,K04852
Transcript_31887.p1,
Transcript_31888.p1,
Transcript_31889.p2,K13348
Transcript_3189.p5,K13338
Transcript_31890.p1,
Transcript_31891.p1,
Transcript_31892.p1,K01136
Transcript_31893.p1,
Transcript_31894.p2,
Transcript_31895.p2,
Transcript_31896.p2,
Transcript_31897.p2,
Transcript_31898.p3,
Transcript_31899.p1,
Transcript_319.p4,
Transcript_3190.p5,
Transcript_31900.p1,
Transcript_31901.p1,K12471
Transcript_31902.p2,
Transcript_31903.p1,
Transcript_31904.p3,
Transcript_31905.p1,K11840
Transcript_31906.p1,
Transcript_31908.p1,
Transcript_31909.p1,K02183
Transcript_3191.p1,K17725
Transcript_31910.p1,
Transcript_31911.p1,K05303
Transcript_31912.p1,
Transcript_31915.p2,
Transcript_31918.p5,
Transcript_31919.p1,
Transcript_3192.p3,
Transcript_31920.p1,
Transcript_31922.p1,K07407
Transcript_31923.p3,
Transcript_31925.p1,
Transcript_31926.p1,K11000
Transcript_31928.p1,
Transcript_31929.p1,
Transcript_3193.p1,
Transcript_31931.p1,K11407
Transcript_31934.p2,
Transcript_31935.p2,K04802
Transcript_31937.p1,K12176
Transcript_31938.p1,
Transcript_31939.p1,
Transcript_3194.p4,K09568
Transcript_31940.p2,
Transcript_31941.p1,
Transcript_31942.p2,
Transcript_31943.p2,
Transcript_31944.p3,
Transcript_31945.p4,
Transcript_31946.p1,K03854
Transcript_31947.p5,
Transcript_31948.p2,
Transcript_31949.p1,
Transcript_3195.p4,K13667
Transcript_31950.p3,
Transcript_31951.p1,
Transcript_31953.p1,
Transcript_31954.p1,K09592
Transcript_31955.p1,K02541
Transcript_31956.p2,
Transcript_31957.p1,
Transcript_31958.p1,
Transcript_31959.p1,
Transcript_3196.p1,
Transcript_31960.p1,
Transcript_31961.p2,K20196
Transcript_31962.p1,
Transcript_31963.p1,
Transcript_31964.p2,K08679
Transcript_31965.p1,
Transcript_31966.p1,
Transcript_31967.p1,
Transcript_31968.p4,K15009
Transcript_3197.p1,
Transcript_31970.p2,
Transcript_31971.p3,
Transcript_31972.p1,
Transcript_31974.p1,K20295
Transcript_31975.p7,K12832
Transcript_31976.p1,K20309
Transcript_31977.p1,K03426
Transcript_31978.p1,K03347
Transcript_31979.p2,K08869
Transcript_3198.p1,
Transcript_31980.p3,
Transcript_31981.p5,
Transcript_31982.p1,
Transcript_31983.p1,
Transcript_31984.p2,
Transcript_31985.p1,K19949
Transcript_31986.p1,
Transcript_31987.p2,K00927
Transcript_31988.p2,K00927
Transcript_31989.p1,K00927
Transcript_31990.p2,K00927
Transcript_31991.p1,K13171
Transcript_31992.p2,
Transcript_31993.p1,
Transcript_31994.p1,K12586
Transcript_31995.p1,
Transcript_31996.p1,
Transcript_31997.p1,K15283
Transcript_31998.p2,K03235
Transcript_31999.p1,K05643
Transcript_32.p1,
Transcript_320.p1,
Transcript_3200.p3,K00315
Transcript_32000.p2,K05643
Transcript_32001.p1,
Transcript_32002.p1,
Transcript_32003.p1,
Transcript_32004.p1,
Transcript_32005.p1,
Transcript_32006.p1,
Transcript_32007.p1,
Transcript_32008.p2,
Transcript_32009.p4,
Transcript_3201.p1,
Transcript_32010.p3,
Transcript_32011.p1,
Transcript_32012.p4,
Transcript_32013.p1,K11583
Transcript_32014.p2,
Transcript_32015.p1,K17506
Transcript_32016.p2,
Transcript_32018.p1,
Transcript_32019.p1,
Transcript_3202.p2,
Transcript_32020.p1,
Transcript_32021.p1,
Transcript_32022.p1,
Transcript_32023.p1,
Transcript_32024.p1,
Transcript_32025.p1,
Transcript_32026.p1,K15378
Transcript_32027.p1,
Transcript_32028.p1,K06252
Transcript_32029.p1,
Transcript_3203.p1,K03251
Transcript_32030.p7,K09422
Transcript_32031.p1,K19656
Transcript_32032.p2,K21769
Transcript_32033.p1,
Transcript_32034.p2,
Transcript_32035.p1,
Transcript_32036.p3,
Transcript_32037.p1,K15104
Transcript_32038.p1,
Transcript_32039.p1,
Transcript_3204.p5,
Transcript_32040.p1,
Transcript_32041.p1,
Transcript_32042.p1,K06691
Transcript_32043.p1,K14292
Transcript_32044.p1,K00826
Transcript_32045.p1,
Transcript_32046.p1,
Transcript_32047.p2,
Transcript_32048.p1,
Transcript_32049.p1,
Transcript_3205.p1,
Transcript_32050.p2,K12524
Transcript_32051.p1,K16944
Transcript_32052.p1,
Transcript_32053.p1,
Transcript_32054.p1,K16186
Transcript_32055.p1,K09624
Transcript_32056.p1,
Transcript_32057.p1,
Transcript_32058.p2,K00873
Transcript_32059.p3,K00873
Transcript_3206.p1,K14308
Transcript_32060.p4,K00873
Transcript_32061.p3,
Transcript_32062.p3,
Transcript_32063.p2,
Transcript_32064.p1,
Transcript_32065.p1,
Transcript_32066.p1,K01190
Transcript_32067.p1,K10875
Transcript_32068.p2,K11321
Transcript_32069.p1,
Transcript_3207.p1,
Transcript_32070.p3,K13680
Transcript_32071.p5,
Transcript_32072.p1,
Transcript_32073.p1,
Transcript_32074.p2,
Transcript_32075.p2,
Transcript_32076.p1,
Transcript_32077.p1,
Transcript_32078.p1,
Transcript_32079.p1,
Transcript_3208.p1,
Transcript_32080.p1,K11587
Transcript_32081.p2,
Transcript_32082.p1,
Transcript_32083.p1,
Transcript_32084.p2,
Transcript_32085.p1,K13108
Transcript_32086.p1,
Transcript_32087.p2,
Transcript_32088.p1,
Transcript_32089.p1,
Transcript_3209.p2,
Transcript_32090.p1,
Transcript_32091.p1,
Transcript_32092.p1,
Transcript_32093.p1,
Transcript_32094.p1,K17584
Transcript_32095.p2,
Transcript_32096.p1,
Transcript_32097.p1,
Transcript_32098.p1,
Transcript_32099.p7,K18055
Transcript_321.p1,
Transcript_3210.p3,
Transcript_32100.p1,
Transcript_32102.p1,
Transcript_32103.p5,
Transcript_32104.p2,K07897
Transcript_32105.p2,
Transcript_32106.p1,
Transcript_32108.p2,
Transcript_32109.p1,
Transcript_3211.p2,
Transcript_32110.p1,K11718
Transcript_32111.p2,K11718
Transcript_32112.p1,
Transcript_32113.p2,
Transcript_32115.p1,
Transcript_32116.p1,K01136
Transcript_32117.p1,
Transcript_32118.p1,
Transcript_32119.p1,K13093
Transcript_3212.p2,
Transcript_32121.p1,
Transcript_32122.p2,
Transcript_32123.p1,K19729
Transcript_32124.p1,K07140
Transcript_32125.p1,K00232
Transcript_32126.p1,
Transcript_32127.p1,
Transcript_32128.p3,
Transcript_32129.p4,
Transcript_3213.p1,
Transcript_32130.p4,
Transcript_32131.p2,K02335
Transcript_32132.p2,
Transcript_32133.p4,
Transcript_32134.p1,
Transcript_32135.p1,
Transcript_32136.p1,
Transcript_32137.p1,K01634
Transcript_32138.p1,
Transcript_32139.p1,K20045
Transcript_3214.p1,K09597
Transcript_32140.p2,
Transcript_32141.p3,
Transcript_32142.p2,
Transcript_32143.p1,K19355
Transcript_32144.p2,
Transcript_32145.p2,
Transcript_32146.p1,K03035
Transcript_32147.p1,K13513
Transcript_32148.p1,
Transcript_32149.p5,K10808
Transcript_3215.p2,
Transcript_32150.p1,
Transcript_32151.p3,
Transcript_32152.p2,
Transcript_32153.p1,K09580
Transcript_32154.p1,
Transcript_32155.p1,K11855
Transcript_32157.p1,
Transcript_32158.p2,
Transcript_3216.p1,
Transcript_32160.p2,
Transcript_32161.p2,
Transcript_32162.p1,
Transcript_32163.p1,
Transcript_32165.p1,K20129
Transcript_32166.p4,
Transcript_32168.p1,K14758
Transcript_32169.p2,
Transcript_3217.p3,
Transcript_32170.p3,
Transcript_32171.p1,
Transcript_32172.p2,
Transcript_32173.p1,
Transcript_32174.p2,
Transcript_32175.p1,
Transcript_32177.p2,
Transcript_32178.p1,
Transcript_32179.p2,K00951
Transcript_3218.p2,
Transcript_32180.p1,
Transcript_32181.p3,
Transcript_32182.p2,
Transcript_32183.p1,
Transcript_32184.p1,
Transcript_32185.p1,K10606
Transcript_32186.p1,
Transcript_32187.p3,
Transcript_32188.p2,
Transcript_32189.p1,K15202
Transcript_3219.p1,K16462
Transcript_32190.p2,K10643
Transcript_32191.p3,K01725
Transcript_32192.p1,
Transcript_32193.p1,
Transcript_32194.p4,
Transcript_32195.p1,
Transcript_32196.p2,
Transcript_32197.p1,K03685
Transcript_32198.p1,
Transcript_322.p3,
Transcript_3220.p2,
Transcript_32200.p2,
Transcript_32201.p2,K01365
Transcript_32202.p1,
Transcript_32203.p2,
Transcript_32204.p1,K10380
Transcript_32205.p2,
Transcript_32206.p1,
Transcript_32207.p1,
Transcript_32208.p1,K14802
Transcript_32209.p1,K14802
Transcript_3221.p2,
Transcript_32210.p2,K14802
Transcript_32211.p1,K14802
Transcript_32212.p4,
Transcript_32213.p1,
Transcript_32214.p2,
Transcript_32216.p1,K10395
Transcript_32218.p1,
Transcript_32219.p2,K15335
Transcript_3222.p3,
Transcript_32220.p2,
Transcript_32221.p1,
Transcript_32223.p1,K02183
Transcript_32225.p1,
Transcript_32226.p1,
Transcript_32227.p1,K21867
Transcript_32228.p3,K21440
Transcript_3223.p1,
Transcript_32230.p1,K00006
Transcript_32231.p1,
Transcript_32232.p1,K12502
Transcript_32235.p1,K10352
Transcript_32236.p1,
Transcript_32237.p1,K04683
Transcript_32238.p1,
Transcript_32239.p1,K15308
Transcript_3224.p1,
Transcript_32240.p1,
Transcript_32241.p1,
Transcript_32242.p1,
Transcript_32243.p1,
Transcript_32244.p2,
Transcript_32245.p2,
Transcript_32246.p3,
Transcript_32247.p1,
Transcript_32248.p4,K06252
Transcript_32249.p3,K06252
Transcript_32250.p1,
Transcript_32251.p1,
Transcript_32252.p2,
Transcript_32253.p1,
Transcript_32254.p1,
Transcript_32255.p1,K12831
Transcript_32256.p1,
Transcript_32258.p1,
Transcript_3226.p2,
Transcript_32260.p1,K18534
Transcript_32262.p2,K22614
Transcript_32263.p2,K22614
Transcript_32264.p2,
Transcript_32265.p2,
Transcript_32266.p1,
Transcript_32268.p1,
Transcript_32269.p1,K21362
Transcript_3227.p1,
Transcript_32271.p1,K04730
Transcript_32272.p1,
Transcript_32273.p1,
Transcript_32274.p1,K00167
Transcript_32275.p1,
Transcript_32276.p2,
Transcript_32277.p3,
Transcript_32278.p1,
Transcript_32279.p2,
Transcript_3228.p1,
Transcript_32280.p2,
Transcript_32282.p1,
Transcript_32283.p2,
Transcript_32284.p1,
Transcript_32285.p1,
Transcript_32286.p2,
Transcript_32287.p2,
Transcript_32288.p1,
Transcript_32289.p1,
Transcript_3229.p1,
Transcript_32290.p1,K03099
Transcript_32291.p2,
Transcript_32292.p2,K04083
Transcript_32293.p1,K03164
Transcript_32294.p1,K06970
Transcript_32295.p1,K20793
Transcript_32296.p1,K19656
Transcript_32297.p1,
Transcript_32298.p1,K11699
Transcript_32299.p1,K05349
Transcript_323.p4,K07305
Transcript_3230.p1,
Transcript_32300.p3,
Transcript_32301.p2,K01408
Transcript_32302.p1,
Transcript_32303.p3,
Transcript_32304.p1,K15283
Transcript_32305.p2,
Transcript_32306.p1,
Transcript_32307.p2,
Transcript_32308.p1,K00603
Transcript_32309.p1,K04891
Transcript_3231.p2,
Transcript_32310.p2,K08131
Transcript_32311.p2,
Transcript_32312.p1,
Transcript_32313.p1,
Transcript_32315.p2,
Transcript_32316.p1,
Transcript_32317.p1,
Transcript_32318.p1,K00558
Transcript_32319.p1,
Transcript_3232.p1,K00734
Transcript_32320.p4,
Transcript_32321.p1,
Transcript_32322.p1,
Transcript_32323.p2,
Transcript_32324.p1,K04955
Transcript_32325.p1,K08568
Transcript_32326.p3,K18730
Transcript_32327.p3,
Transcript_32328.p1,
Transcript_32329.p1,
Transcript_3233.p1,
Transcript_32330.p1,
Transcript_32331.p1,
Transcript_32332.p3,
Transcript_32333.p1,K01190
Transcript_32334.p1,K01190
Transcript_32335.p1,K04955
Transcript_32336.p1,K15100
Transcript_32337.p1,
Transcript_32338.p1,
Transcript_32339.p1,
Transcript_3234.p1,K05350
Transcript_32340.p2,
Transcript_32341.p1,
Transcript_32342.p2,
Transcript_32343.p2,
Transcript_32344.p2,
Transcript_32345.p4,
Transcript_32346.p1,
Transcript_32347.p2,
Transcript_32348.p1,K19680
Transcript_32349.p3,
Transcript_3235.p1,K05350
Transcript_32350.p1,K18442
Transcript_32351.p2,K12603
Transcript_32352.p1,
Transcript_32353.p2,K01164
Transcript_32354.p1,K09377
Transcript_32355.p1,K15180
Transcript_32356.p1,
Transcript_32358.p1,
Transcript_32359.p1,
Transcript_3236.p1,K00411
Transcript_32360.p1,
Transcript_32361.p4,
Transcript_32362.p2,
Transcript_32363.p2,K02962
Transcript_32364.p1,K15293
Transcript_32365.p1,
Transcript_32367.p1,
Transcript_32368.p2,
Transcript_32369.p3,K13811
Transcript_3237.p1,K05350
Transcript_32370.p3,
Transcript_32371.p1,
Transcript_32372.p2,
Transcript_32373.p1,K02641
Transcript_32376.p1,K06252
Transcript_32377.p1,
Transcript_32378.p1,
Transcript_32379.p1,K02739
Transcript_3238.p5,
Transcript_32380.p1,
Transcript_32381.p1,
Transcript_32382.p1,
Transcript_32383.p1,K16726
Transcript_32384.p2,K00506
Transcript_32385.p1,K09287
Transcript_32386.p1,
Transcript_32387.p4,
Transcript_32388.p1,
Transcript_3239.p1,
Transcript_32390.p1,
Transcript_32391.p2,K13667
Transcript_32393.p1,K04640
Transcript_32396.p2,
Transcript_32397.p2,
Transcript_32398.p2,
Transcript_32399.p1,K14950
Transcript_324.p6,
Transcript_3240.p1,
Transcript_32400.p1,
Transcript_32401.p2,
Transcript_32402.p2,K07203
Transcript_32403.p1,K03439
Transcript_32404.p1,
Transcript_32405.p1,
Transcript_32406.p2,
Transcript_32407.p4,
Transcript_32408.p1,
Transcript_32409.p1,
Transcript_3241.p3,K10410
Transcript_32410.p1,
Transcript_32412.p2,K02957
Transcript_32414.p1,
Transcript_32415.p1,K06240
Transcript_32416.p2,
Transcript_32417.p3,
Transcript_32419.p4,
Transcript_3242.p3,
Transcript_32420.p1,K11426
Transcript_32421.p1,K12160
Transcript_32425.p1,K00734
Transcript_32426.p2,
Transcript_32427.p1,
Transcript_32428.p1,
Transcript_32429.p1,
Transcript_3243.p1,
Transcript_32430.p1,K02599
Transcript_32432.p1,
Transcript_32433.p3,
Transcript_32434.p1,
Transcript_32435.p1,
Transcript_32436.p3,
Transcript_32437.p4,K20705
Transcript_32438.p1,
Transcript_32439.p2,
Transcript_3244.p4,
Transcript_32440.p1,
Transcript_32441.p1,K05389
Transcript_32442.p1,
Transcript_32446.p1,
Transcript_32449.p1,K02183
Transcript_3245.p1,
Transcript_32450.p2,K02183
Transcript_32451.p2,
Transcript_32452.p4,
Transcript_32453.p1,K19677
Transcript_32454.p1,
Transcript_32456.p1,K07964
Transcript_32457.p1,
Transcript_32458.p7,
Transcript_32459.p2,
Transcript_3246.p1,
Transcript_32460.p3,
Transcript_32461.p2,
Transcript_32462.p1,
Transcript_32463.p4,
Transcript_32464.p1,
Transcript_32466.p1,K01809
Transcript_32467.p1,K01809
Transcript_32468.p1,K01809
Transcript_32469.p1,K01283
Transcript_3247.p2,
Transcript_32470.p1,
Transcript_32471.p1,K19001
Transcript_32472.p3,K11654
Transcript_32473.p1,K11654
Transcript_32474.p1,K14437
Transcript_32475.p1,
Transcript_32476.p1,
Transcript_32477.p1,
Transcript_32478.p1,
Transcript_32479.p1,
Transcript_3248.p4,
Transcript_32480.p1,
Transcript_32482.p3,
Transcript_32483.p1,
Transcript_32484.p1,
Transcript_32485.p4,
Transcript_32486.p1,K09523
Transcript_32488.p1,
Transcript_32489.p1,K15730
Transcript_3249.p1,K06816
Transcript_32490.p1,
Transcript_32491.p2,K10380
Transcript_32492.p2,
Transcript_32493.p4,
Transcript_32494.p3,
Transcript_32495.p2,
Transcript_32496.p1,
Transcript_32497.p1,K02603
Transcript_32498.p1,K01724
Transcript_32499.p1,
Transcript_325.p1,K07827
Transcript_3250.p1,
Transcript_32500.p2,K02183
Transcript_32501.p3,K01783
Transcript_32502.p1,K14848
Transcript_32503.p1,
Transcript_32504.p1,
Transcript_32505.p1,
Transcript_32506.p1,
Transcript_32507.p2,
Transcript_32508.p1,K13667
Transcript_32509.p1,K23437
Transcript_3251.p1,K01488
Transcript_32510.p1,
Transcript_32511.p1,
Transcript_32512.p4,
Transcript_32513.p2,K14848
Transcript_32515.p1,
Transcript_32516.p1,K01210
Transcript_32517.p2,
Transcript_32518.p1,K16600
Transcript_32519.p2,
Transcript_3252.p6,
Transcript_32520.p1,
Transcript_32521.p1,
Transcript_32522.p1,
Transcript_32523.p1,
Transcript_32524.p1,
Transcript_32525.p1,
Transcript_32526.p3,K11462
Transcript_32527.p2,
Transcript_32528.p2,
Transcript_32529.p5,
Transcript_32530.p1,
Transcript_32531.p1,
Transcript_32532.p2,
Transcript_32533.p1,
Transcript_32534.p4,K18668
Transcript_32535.p1,
Transcript_32536.p1,K00939
Transcript_32537.p2,
Transcript_32538.p2,K02865
Transcript_32539.p1,K02865
Transcript_32540.p2,
Transcript_32541.p1,K02989
Transcript_32542.p5,
Transcript_32543.p1,
Transcript_32544.p2,
Transcript_32546.p1,
Transcript_32547.p1,
Transcript_32548.p1,
Transcript_3255.p1,
Transcript_32550.p2,K03671
Transcript_32551.p1,K01965
Transcript_32552.p1,K20003
Transcript_32553.p1,
Transcript_32554.p1,K09553
Transcript_32555.p1,
Transcript_32556.p2,
Transcript_32557.p2,
Transcript_32559.p4,
Transcript_3256.p1,K04920
Transcript_32560.p1,
Transcript_32561.p3,
Transcript_32562.p1,
Transcript_32563.p1,K18013
Transcript_32565.p2,K03686
Transcript_32566.p1,
Transcript_32567.p1,
Transcript_32568.p1,K19525
Transcript_32569.p1,
Transcript_3257.p1,
Transcript_32570.p2,K06889
Transcript_32571.p1,K19525
Transcript_32572.p1,K13239
Transcript_32573.p2,
Transcript_32574.p1,
Transcript_32575.p1,
Transcript_32576.p1,
Transcript_32577.p2,
Transcript_32578.p1,
Transcript_32579.p1,
Transcript_3258.p1,K08994
Transcript_32580.p1,
Transcript_32581.p2,
Transcript_32583.p4,
Transcript_32584.p1,
Transcript_32585.p2,K06252
Transcript_32586.p1,
Transcript_32587.p4,
Transcript_32588.p2,
Transcript_32589.p1,
Transcript_3259.p1,
Transcript_32590.p1,
Transcript_32592.p9,K00474
Transcript_32593.p1,
Transcript_32597.p1,K03979
Transcript_32598.p3,
Transcript_32599.p1,K12827
Transcript_326.p2,
Transcript_3260.p1,K14572
Transcript_32600.p2,
Transcript_32601.p3,K02357
Transcript_32602.p1,
Transcript_32604.p1,
Transcript_32605.p1,
Transcript_32606.p1,K04990
Transcript_32607.p1,
Transcript_32608.p2,K02867
Transcript_32609.p3,
Transcript_3261.p3,K01557
Transcript_32610.p3,
Transcript_32612.p1,
Transcript_32613.p1,
Transcript_32614.p3,K01874
Transcript_32615.p1,K00940
Transcript_32616.p1,K07442
Transcript_32617.p1,
Transcript_32618.p2,
Transcript_32619.p1,K15105
Transcript_3262.p4,
Transcript_3263.p1,
Transcript_3264.p4,
Transcript_3265.p2,
Transcript_3266.p1,
Transcript_3267.p1,
Transcript_3268.p1,
Transcript_3269.p2,
Transcript_327.p2,
Transcript_3270.p1,
Transcript_3271.p2,
Transcript_3272.p2,K18618
Transcript_3273.p3,
Transcript_3274.p1,
Transcript_3275.p1,
Transcript_3276.p1,
Transcript_3277.p2,K02938
Transcript_3278.p1,
Transcript_3279.p4,
Transcript_328.p1,
Transcript_3280.p1,
Transcript_3281.p1,
Transcript_3282.p2,
Transcript_3284.p4,
Transcript_3285.p1,
Transcript_3286.p1,K01934
Transcript_3287.p1,K01062
Transcript_3288.p1,K01021
Transcript_3289.p1,
Transcript_329.p1,
Transcript_3290.p2,
Transcript_3291.p1,
Transcript_3292.p1,K03676
Transcript_3293.p1,
Transcript_3294.p1,K17550
Transcript_3295.p2,
Transcript_3296.p1,
Transcript_3297.p2,K01166
Transcript_3298.p1,
Transcript_3299.p1,
Transcript_33.p1,
Transcript_330.p1,K07203
Transcript_3300.p3,
Transcript_3301.p1,K08906
Transcript_3302.p1,
Transcript_3303.p1,K03313
Transcript_3304.p1,
Transcript_3306.p1,
Transcript_3307.p1,
Transcript_3308.p1,
