,seqid,Dbxref,Name,Note
3415,Transcript_6888,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
3418,Transcript_6889,"""Pfam:PF13679.2""",Methyltransf_32,Methyltransferase domain
25084,Transcript_689,"""Pfam:PF01267.13""",F-actin_cap_A,F-actin capping protein alpha subunit
3423,Transcript_6893,"""Pfam:PF00787.20""",PX,PX domain
3429,Transcript_6895,"""Pfam:PF00400.28""",WD40,"WD domain, G-beta repeat"
3431,Transcript_6896,"""Pfam:PF00491.17""",Arginase,Arginase family
3432,Transcript_6898,"""Pfam:PF02275.14""",CBAH,"Linear amide C-N hydrolases, choloylglycine hydrolase family"
24023,Transcript_69,"""Pfam:PF00248.17""",Aldo_ket_red,Aldo/keto reductase family
25085,Transcript_690,"""Pfam:PF05277.8""",DUF726,Protein of unknown function (DUF726)
3433,Transcript_6900,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
3434,Transcript_6902,"""Pfam:PF02373.18""",JmjC,"JmjC domain, hydroxylase"
3476,Transcript_6906,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
3484,Transcript_6908,"""Pfam:PF09668.6""",Asp_protease,Aspartyl protease
3487,Transcript_6909,"""Pfam:PF12624.3""",Chorein_N,N-terminal region of Chorein or VPS13
3488,Transcript_6911,"""Pfam:PF01062.17""",Bestrophin,"Bestrophin, RFP-TM, chloride channel"
3491,Transcript_6912,"""Pfam:PF03798.12""",TRAM_LAG1_CLN8,TLC domain
3492,Transcript_6914,"""Pfam:PF16113.1""",ECH_2,Enoyl-CoA hydratase/isomerase
3495,Transcript_6915,"""Pfam:PF00179.22""",UQ_con,Ubiquitin-conjugating enzyme
3497,Transcript_6916,"""Pfam:PF00644.16""",PARP,Poly(ADP-ribose) polymerase catalytic domain
3505,Transcript_6917,"""Pfam:PF00632.21""",HECT,HECT-domain (ubiquitin-transferase)
3507,Transcript_6918,"""Pfam:PF00027.25""",cNMP_binding,Cyclic nucleotide-binding domain
3508,Transcript_6919,"""Pfam:PF09876.5""",DUF2103,Predicted metal-binding protein (DUF2103)
25092,Transcript_692,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
3510,Transcript_6922,"""Pfam:PF03881.10""",Fructosamin_kin,Fructosamine kinase
3513,Transcript_6923,"""Pfam:PF03881.10""",Fructosamin_kin,Fructosamine kinase
3514,Transcript_6924,"""Pfam:PF02213.12""",GYF,GYF domain
3516,Transcript_6925,"""Pfam:PF06101.7""",DUF946,Plant protein of unknown function (DUF946)
3518,Transcript_6927,"""Pfam:PF11998.4""",DUF3493,Protein of unknown function (DUF3493)
25112,Transcript_693,"""Pfam:PF13857.2""",Ank_5,Ankyrin repeats (many copies)
3520,Transcript_6930,"""Pfam:PF13000.3""",Acatn,Acetyl-coenzyme A transporter 1
3523,Transcript_6931,"""Pfam:PF13000.3""",Acatn,Acetyl-coenzyme A transporter 1
3527,Transcript_6932,"""Pfam:PF01131.16""",Topoisom_bac,DNA topoisomerase
3536,Transcript_6934,"""Pfam:PF01370.17""",Epimerase,NAD dependent epimerase/dehydratase family
3541,Transcript_6936,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
3542,Transcript_6938,"""Pfam:PF03407.12""",Nucleotid_trans,Nucleotide-diphospho-sugar transferase
3544,Transcript_6939,"""Pfam:PF13383.2""",Methyltransf_22,Methyltransferase domain
3545,Transcript_6941,"""Pfam:PF04142.11""",Nuc_sug_transp,Nucleotide-sugar transporter
3549,Transcript_6942,"""Pfam:PF00630.15""",Filamin,Filamin/ABP280 repeat
3550,Transcript_6943,"""Pfam:PF13410.2""",GST_C_2,"Glutathione S-transferase, C-terminal domain"
3555,Transcript_6945,"""Pfam:PF06916.9""",DUF1279,Protein of unknown function (DUF1279)
3556,Transcript_6946,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
25121,Transcript_695,"""Pfam:PF00833.14""",Ribosomal_S17e,Ribosomal S17
3557,Transcript_6950,"""Pfam:PF03986.9""",Autophagy_N,"Autophagocytosis associated protein (Atg3), N-terminal domain"
3561,Transcript_6951,"""Pfam:PF05869.7""",Dam,DNA N-6-adenine-methyltransferase (Dam)
3562,Transcript_6954,"""Pfam:PF00530.14""",SRCR,Scavenger receptor cysteine-rich domain
3563,Transcript_6958,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
3567,Transcript_6960,"""Pfam:PF01789.12""",PsbP,PsbP
3573,Transcript_6962,"""Pfam:PF05180.8""",zf-DNL,DNL zinc finger
3574,Transcript_6966,"""Pfam:PF13383.2""",Methyltransf_22,Methyltransferase domain
3575,Transcript_6968,"""Pfam:PF01363.17""",FYVE,FYVE zinc finger
3577,Transcript_6969,"""Pfam:PF05891.8""",Methyltransf_PK,AdoMet dependent proline di-methyltransferase
3584,Transcript_6973,"""Pfam:PF00183.14""",HSP90,Hsp90 protein
3587,Transcript_6974,"""Pfam:PF01716.14""",MSP,Manganese-stabilising protein / photosystem II polypeptide
3588,Transcript_6978,"""Pfam:PF01588.16""",tRNA_bind,Putative tRNA binding domain
3589,Transcript_6980,"""Pfam:PF00817.16""",IMS,impB/mucB/samB family
3592,Transcript_6983,"""Pfam:PF03382.10""",DUF285,"Mycoplasma protein of unknown function, DUF285"
3593,Transcript_6985,"""Pfam:PF13385.2""",Laminin_G_3,Concanavalin A-like lectin/glucanases superfamily
3594,Transcript_6986,"""Pfam:PF12077.4""",DUF3556,Transmembrane protein of unknown function (DUF3556)
3596,Transcript_6987,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
3598,Transcript_6988,"""Pfam:PF13813.2""",MBOAT_2,Membrane bound O-acyl transferase family
3599,Transcript_6989,"""Pfam:PF01805.16""",Surp,Surp module
3600,Transcript_6990,"""Pfam:PF03947.14""",Ribosomal_L2_C,"Ribosomal Proteins L2, C-terminal domain"
3602,Transcript_6992,"""Pfam:PF03029.13""",ATP_bind_1,Conserved hypothetical ATP binding protein
3605,Transcript_6995,"""Pfam:PF12340.4""",DUF3638,Protein of unknown function (DUF3638)
24026,Transcript_70,"""Pfam:PF13414.2""",TPR_11,TPR repeat
25125,Transcript_700,"""Pfam:PF14259.2""",RRM_6,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)"
3606,Transcript_7002,"""Pfam:PF00202.17""",Aminotran_3,Aminotransferase class-III
3607,Transcript_7003,"""Pfam:PF00233.15""",PDEase_I,3'5'-cyclic nucleotide phosphodiesterase
3608,Transcript_7004,"""Pfam:PF00481.17""",PP2C,Protein phosphatase 2C
3611,Transcript_7005,"""Pfam:PF05542.7""",DUF760,Protein of unknown function (DUF760)
3614,Transcript_7007,"""Pfam:PF05721.9""",PhyH,Phytanoyl-CoA dioxygenase (PhyH)
3615,Transcript_7009,"""Pfam:PF00641.14""",zf-RanBP,Zn-finger in Ran binding protein and others
3619,Transcript_7012,"""Pfam:PF04488.11""",Gly_transf_sug,Glycosyltransferase sugar-binding region containing DXD motif
3620,Transcript_7013,"""Pfam:PF07699.9""",GCC2_GCC3,GCC2 and GCC3
3629,Transcript_7015,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
3705,Transcript_7016,"""Pfam:PF01284.19""",MARVEL,Membrane-associating domain
3706,Transcript_7017,"""Pfam:PF07302.7""",AroM,AroM protein
3707,Transcript_7018,"""Pfam:PF00728.18""",Glyco_hydro_20,"Glycosyl hydrolase family 20, catalytic domain"
3710,Transcript_7019,"""Pfam:PF00331.16""",Glyco_hydro_10,Glycosyl hydrolase family 10
3717,Transcript_7020,"""Pfam:PF09202.7""",Rio2_N,"Rio2, N-terminal"
3718,Transcript_7021,"""Pfam:PF01490.14""",Aa_trans,Transmembrane amino acid transporter protein
3720,Transcript_7022,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
3724,Transcript_7024,"""Pfam:PF05804.8""",KAP,Kinesin-associated protein (KAP)
3725,Transcript_7026,"""Pfam:PF00271.27""",Helicase_C,Helicase conserved C-terminal domain
3728,Transcript_7027,"""Pfam:PF13424.2""",TPR_12,Tetratricopeptide repeat
3733,Transcript_7028,"""Pfam:PF00924.14""",MS_channel,Mechanosensitive ion channel
3734,Transcript_7029,"""Pfam:PF05721.9""",PhyH,Phytanoyl-CoA dioxygenase (PhyH)
3735,Transcript_7030,"""Pfam:PF00134.19""",Cyclin_N,"Cyclin, N-terminal domain"
3744,Transcript_7033,"""Pfam:PF00249.27""",Myb_DNA-binding,Myb-like DNA-binding domain
3754,Transcript_7035,"""Pfam:PF14145.2""",YrhK,YrhK-like protein
3757,Transcript_7037,"""Pfam:PF00012.16""",HSP70,Hsp70 protein
3769,Transcript_7038,"""Pfam:PF00012.16""",HSP70,Hsp70 protein
3771,Transcript_7043,"""Pfam:PF00083.20""",Sugar_tr,Sugar (and other) transporter
3773,Transcript_7045,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
3774,Transcript_7048,"""Pfam:PF01026.17""",TatD_DNase,TatD related DNase
3775,Transcript_7049,"""Pfam:PF12847.3""",Methyltransf_18,Methyltransferase domain
3781,Transcript_7051,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
3783,Transcript_7052,"""Pfam:PF01127.18""",Sdh_cyt,Succinate dehydrogenase/Fumarate reductase transmembrane subunit
3784,Transcript_7053,"""Pfam:PF08627.6""",CRT-like,"CRT-like, chloroquine-resistance transporter-like"
3786,Transcript_7054,"""Pfam:PF13476.2""",AAA_23,AAA domain
39539,Transcript_7055,"""Pfam:PF02463.15""",SMC_N,RecF/RecN/SMC N terminal domain
39541,Transcript_7056,"""Pfam:PF05118.11""",Asp_Arg_Hydrox,Aspartyl/Asparaginyl beta-hydroxylase
39543,Transcript_7059,"""Pfam:PF13896.2""",Glyco_transf_49,Glycosyl-transferase for dystroglycan
25134,Transcript_706,"""Pfam:PF01833.20""",TIG,IPT/TIG domain
39544,Transcript_7062,"""Pfam:PF01593.20""",Amino_oxidase,Flavin containing amine oxidoreductase
39548,Transcript_7064,"""Pfam:PF01365.17""",RYDR_ITPR,RIH domain
39550,Transcript_7067,"""Pfam:PF03798.12""",TRAM_LAG1_CLN8,TLC domain
39551,Transcript_7069,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
25135,Transcript_707,"""Pfam:PF00248.17""",Aldo_ket_red,Aldo/keto reductase family
39554,Transcript_7070,"""Pfam:PF00514.19""",Arm,Armadillo/beta-catenin-like repeat
39561,Transcript_7071,"""Pfam:PF00860.16""",Xan_ur_permease,Permease family
39563,Transcript_7074,"""Pfam:PF00270.25""",DEAD,DEAD/DEAH box helicase
39566,Transcript_7075,"""Pfam:PF00270.25""",DEAD,DEAD/DEAH box helicase
39570,Transcript_7078,"""Pfam:PF00034.17""",Cytochrom_C,Cytochrome c
39573,Transcript_7079,"""Pfam:PF00034.17""",Cytochrom_C,Cytochrome c
39576,Transcript_7080,"""Pfam:PF12697.3""",Abhydrolase_6,Alpha/beta hydrolase family
39585,Transcript_7083,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
39595,Transcript_7084,"""Pfam:PF15370.2""",DUF4598,Domain of unknown function (DUF4598)
39596,Transcript_7085,"""Pfam:PF00168.26""",C2,C2 domain
39597,Transcript_7086,"""Pfam:PF00179.22""",UQ_con,Ubiquitin-conjugating enzyme
39598,Transcript_7089,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
25136,Transcript_709,"""Pfam:PF02230.12""",Abhydrolase_2,Phospholipase/Carboxylesterase
39599,Transcript_7091,"""Pfam:PF01494.15""",FAD_binding_3,FAD binding domain
39601,Transcript_7093,"""Pfam:PF13361.2""",UvrD_C,UvrD-like helicase C-terminal domain
39605,Transcript_7094,"""Pfam:PF07366.8""",SnoaL,SnoaL-like polyketide cyclase
39611,Transcript_7095,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
39622,Transcript_7096,"""Pfam:PF03067.11""",Chitin_bind_3,Chitin binding domain
39623,Transcript_7097,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
25143,Transcript_710,"""Pfam:PF07798.7""",DUF1640,Protein of unknown function (DUF1640)
39625,Transcript_7100,"""Pfam:PF04564.11""",U-box,U-box domain
39626,Transcript_7101,"""Pfam:PF04564.11""",U-box,U-box domain
39627,Transcript_7102,"""Pfam:PF06417.8""",DUF1077,Protein of unknown function (DUF1077)
39630,Transcript_7103,"""Pfam:PF08016.8""",PKD_channel,Polycystin cation channel
39632,Transcript_7104,"""Pfam:PF00505.15""",HMG_box,HMG (high mobility group) box
39634,Transcript_7105,"""Pfam:PF02045.11""",CBFB_NFYA,CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
39647,Transcript_7106,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
39680,Transcript_7107,"""Pfam:PF13676.2""",TIR_2,TIR domain
39684,Transcript_7108,"""Pfam:PF06155.8""",DUF971,Protein of unknown function (DUF971)
39685,Transcript_7109,"""Pfam:PF01778.13""",Ribosomal_L28e,Ribosomal L28e protein family
25144,Transcript_711,"""Pfam:PF12695.3""",Abhydrolase_5,Alpha/beta hydrolase family
39686,Transcript_7110,"""Pfam:PF16205.1""",Ribosomal_S17_N,Ribosomal_S17 N-terminal
39688,Transcript_7111,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
39689,Transcript_7115,"""Pfam:PF00808.19""",CBFD_NFYB_HMF,Histone-like transcription factor (CBF/NF-Y) and archaeal histone
39691,Transcript_7118,"""Pfam:PF05721.9""",PhyH,Phytanoyl-CoA dioxygenase (PhyH)
39692,Transcript_7119,"""Pfam:PF00856.24""",SET,SET domain
39693,Transcript_7120,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
39700,Transcript_7121,"""Pfam:PF00581.16""",Rhodanese,Rhodanese-like domain
39701,Transcript_7122,"""Pfam:PF04577.10""",DUF563,Protein of unknown function (DUF563)
39702,Transcript_7123,"""Pfam:PF12576.4""",DUF3754,Protein of unknown function (DUF3754)
39703,Transcript_7125,"""Pfam:PF00271.27""",Helicase_C,Helicase conserved C-terminal domain
39704,Transcript_7126,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
39706,Transcript_7128,"""Pfam:PF11069.4""",DUF2870,Protein of unknown function (DUF2870)
39708,Transcript_7129,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
39715,Transcript_7131,"""Pfam:PF00106.21""",adh_short,short chain dehydrogenase
39718,Transcript_7132,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
39721,Transcript_7133,"""Pfam:PF01434.14""",Peptidase_M41,Peptidase family M41
39728,Transcript_7134,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
39778,Transcript_7137,"""Pfam:PF00929.20""",RNase_T,Exonuclease
39779,Transcript_7138,"""Pfam:PF01494.15""",FAD_binding_3,FAD binding domain
39781,Transcript_7139,"""Pfam:PF00294.20""",PfkB,pfkB family carbohydrate kinase
39784,Transcript_7140,"""Pfam:PF01494.15""",FAD_binding_3,FAD binding domain
39785,Transcript_7141,"""Pfam:PF01343.14""",Peptidase_S49,Peptidase family S49
39791,Transcript_7144,"""Pfam:PF00383.18""",dCMP_cyt_deam_1,Cytidine and deoxycytidylate deaminase zinc-binding region
39793,Transcript_7145,"""Pfam:PF01494.15""",FAD_binding_3,FAD binding domain
39796,Transcript_7150,"""Pfam:PF00454.23""",PI3_PI4_kinase,Phosphatidylinositol 3- and 4-kinase
39797,Transcript_7151,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
39798,Transcript_7157,"""Pfam:PF03567.10""",Sulfotransfer_2,Sulfotransferase family
39800,Transcript_7162,"""Pfam:PF11913.4""",DUF3431,Protein of unknown function (DUF3431)
39801,Transcript_7164,"""Pfam:PF02714.11""",RSN1_7TM,"Calcium-dependent channel, 7TM region, putative phosphate"
39803,Transcript_7165,"""Pfam:PF04241.11""",DUF423,Protein of unknown function (DUF423)
39804,Transcript_7166,"""Pfam:PF01369.16""",Sec7,Sec7 domain
39811,Transcript_7167,"""Pfam:PF01369.16""",Sec7,Sec7 domain
39821,Transcript_7171,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
39833,Transcript_7172,"""Pfam:PF01055.22""",Glyco_hydro_31,Glycosyl hydrolases family 31
39836,Transcript_7173,"""Pfam:PF01490.14""",Aa_trans,Transmembrane amino acid transporter protein
39839,Transcript_7175,"""Pfam:PF16901.1""",DAO_C,C-terminal domain of alpha-glycerophosphate oxidase
39850,Transcript_7176,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
39852,Transcript_7179,"""Pfam:PF00350.19""",Dynamin_N,Dynamin family
25150,Transcript_718,"""Pfam:PF00153.23""",Mito_carr,Mitochondrial carrier protein
39858,Transcript_7180,"""Pfam:PF01926.19""",MMR_HSR1,50S ribosome-binding GTPase
39859,Transcript_7182,"""Pfam:PF00238.15""",Ribosomal_L14,Ribosomal protein L14p/L23e
39862,Transcript_7183,"""Pfam:PF01062.17""",Bestrophin,"Bestrophin, RFP-TM, chloride channel"
39863,Transcript_7185,"""Pfam:PF02463.15""",SMC_N,RecF/RecN/SMC N terminal domain
39867,Transcript_7186,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
39880,Transcript_7187,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
25152,Transcript_719,"""Pfam:PF02492.15""",cobW,"CobW/HypB/UreG, nucleotide-binding domain"
39898,Transcript_7190,"""Pfam:PF01532.16""",Glyco_hydro_47,Glycosyl hydrolase family 47
39901,Transcript_7191,"""Pfam:PF03828.15""",PAP_assoc,Cid1 family poly A polymerase
39904,Transcript_7198,"""Pfam:PF00179.22""",UQ_con,Ubiquitin-conjugating enzyme
24039,Transcript_72,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
25153,Transcript_720,"""Pfam:PF10294.5""",Methyltransf_16,Lysine methyltransferase
39906,Transcript_7200,"""Pfam:PF04406.10""",TP6A_N,Type IIB DNA topoisomerase
39907,Transcript_7201,"""Pfam:PF00176.19""",SNF2_N,SNF2 family N-terminal domain
39909,Transcript_7202,"""Pfam:PF16131.1""",Torus,Torus domain
39910,Transcript_7203,"""Pfam:PF00583.20""",Acetyltransf_1,Acetyltransferase (GNAT) family
39914,Transcript_7209,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
39922,Transcript_7212,"""Pfam:PF07974.9""",EGF_2,EGF-like domain
39929,Transcript_7215,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
25155,Transcript_722,"""Pfam:PF01431.17""",Peptidase_M13,Peptidase family M13
39931,Transcript_7220,"""Pfam:PF13855.2""",LRR_8,Leucine rich repeat
39977,Transcript_7224,"""Pfam:PF01138.17""",RNase_PH,"3' exoribonuclease family, domain 1"
39982,Transcript_7227,"""Pfam:PF02163.18""",Peptidase_M50,Peptidase family M50
39987,Transcript_7229,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
39989,Transcript_7231,"""Pfam:PF00281.15""",Ribosomal_L5,Ribosomal protein L5
39990,Transcript_7234,"""Pfam:PF01283.15""",Ribosomal_S26e,Ribosomal protein S26e
39991,Transcript_7236,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
39994,Transcript_7237,"""Pfam:PF00109.22""",ketoacyl-synt,"Beta-ketoacyl synthase, N-terminal domain"
39998,Transcript_7238,"""Pfam:PF00397.22""",WW,WW domain
39999,Transcript_7240,"""Pfam:PF01699.20""",Na_Ca_ex,Sodium/calcium exchanger protein
40000,Transcript_7241,"""Pfam:PF01432.16""",Peptidase_M3,Peptidase family M3
40003,Transcript_7242,"""Pfam:PF01222.13""",ERG4_ERG24,Ergosterol biosynthesis ERG4/ERG24 family
40006,Transcript_7243,"""Pfam:PF01222.13""",ERG4_ERG24,Ergosterol biosynthesis ERG4/ERG24 family
40007,Transcript_7245,"""Pfam:PF00781.20""",DAGK_cat,Diacylglycerol kinase catalytic domain
40009,Transcript_7247,"""Pfam:PF00514.19""",Arm,Armadillo/beta-catenin-like repeat
40019,Transcript_7248,"""Pfam:PF01749.16""",IBB,Importin beta binding domain
40063,Transcript_7249,"""Pfam:PF16186.1""",Arm_3,Atypical Arm repeat
25157,Transcript_725,"""Pfam:PF00300.18""",His_Phos_1,Histidine phosphatase superfamily (branch 1)
40075,Transcript_7251,"""Pfam:PF01180.17""",DHO_dh,Dihydroorotate dehydrogenase
40078,Transcript_7254,"""Pfam:PF00955.17""",HCO3_cotransp,HCO3- transporter family
40079,Transcript_7255,"""Pfam:PF01504.14""",PIP5K,Phosphatidylinositol-4-phosphate 5-Kinase
40080,Transcript_7258,"""Pfam:PF01145.21""",Band_7,SPFH domain / Band 7 family
40081,Transcript_7259,"""Pfam:PF04950.8""",RIBIOP_C,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
40083,Transcript_7261,"""Pfam:PF04937.11""",DUF659,Protein of unknown function (DUF 659)
40084,Transcript_7263,"""Pfam:PF02685.12""",Glucokinase,Glucokinase
40089,Transcript_7265,"""Pfam:PF00270.25""",DEAD,DEAD/DEAH box helicase
40095,Transcript_7267,"""Pfam:PF03124.10""",EXS,EXS family
40096,Transcript_7268,"""Pfam:PF03124.10""",EXS,EXS family
25159,Transcript_727,"""Pfam:PF07386.7""",DUF1499,Protein of unknown function (DUF1499)
40110,Transcript_7271,"""Pfam:PF00265.14""",TK,Thymidine kinase
40111,Transcript_7272,"""Pfam:PF11976.4""",Rad60-SLD,Ubiquitin-2 like Rad60 SUMO-like
40123,Transcript_7273,"""Pfam:PF05602.8""",CLPTM1,Cleft lip and palate transmembrane protein 1 (CLPTM1)
40127,Transcript_7275,"""Pfam:PF13450.2""",NAD_binding_8,NAD(P)-binding Rossmann-like domain
40130,Transcript_7277,"""Pfam:PF00009.23""",GTP_EFTU,Elongation factor Tu GTP binding domain
40137,Transcript_7278,"""Pfam:PF05602.8""",CLPTM1,Cleft lip and palate transmembrane protein 1 (CLPTM1)
40138,Transcript_7281,"""Pfam:PF00881.20""",Nitroreductase,Nitroreductase family
40140,Transcript_7285,"""Pfam:PF04116.9""",FA_hydroxylase,Fatty acid hydroxylase superfamily
25160,Transcript_729,"""Pfam:PF00504.17""",Chloroa_b-bind,Chlorophyll A-B binding protein
40143,Transcript_7292,"""Pfam:PF00777.14""",Glyco_transf_29,Glycosyltransferase family 29 (sialyltransferase)
40144,Transcript_7297,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
40146,Transcript_7298,"""Pfam:PF13844.2""",Glyco_transf_41,Glycosyl transferase family 41
40148,Transcript_7301,"""Pfam:PF00091.21""",Tubulin,"Tubulin/FtsZ family, GTPase domain"
40150,Transcript_7309,"""Pfam:PF13088.2""",BNR_2,BNR repeat-like domain
25162,Transcript_731,"""Pfam:PF00270.25""",DEAD,DEAD/DEAH box helicase
40157,Transcript_7315,"""Pfam:PF00254.24""",FKBP_C,FKBP-type peptidyl-prolyl cis-trans isomerase
40163,Transcript_7318,"""Pfam:PF09451.6""",ATG27,Autophagy-related protein 27
40167,Transcript_7322,"""Pfam:PF13833.2""",EF-hand_8,EF-hand domain pair
40180,Transcript_7327,"""Pfam:PF13469.2""",Sulfotransfer_3,Sulfotransferase family
40183,Transcript_7332,"""Pfam:PF08662.7""",eIF2A,Eukaryotic translation initiation factor eIF2A
25164,Transcript_734,"""Pfam:PF00639.17""",Rotamase,PPIC-type PPIASE domain
40192,Transcript_7340,"""Pfam:PF00487.20""",FA_desaturase,Fatty acid desaturase
40196,Transcript_7343,"""Pfam:PF00141.19""",peroxidase,Peroxidase
40199,Transcript_7344,"""Pfam:PF02995.13""",DUF229,Protein of unknown function (DUF229)
25168,Transcript_735,"""Pfam:PF00542.15""",Ribosomal_L12,Ribosomal protein L7/L12 C-terminal domain
40200,Transcript_7355,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
40201,Transcript_7356,"""Pfam:PF13574.2""",Reprolysin_2,Metallo-peptidase family M12B Reprolysin-like
40204,Transcript_7357,"""Pfam:PF00840.16""",Glyco_hydro_7,Glycosyl hydrolase family 7
40207,Transcript_7358,"""Pfam:PF13528.2""",Glyco_trans_1_3,Glycosyl transferase family 1
40208,Transcript_7359,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
40209,Transcript_7360,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
40210,Transcript_7361,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
40212,Transcript_7363,"""Pfam:PF13639.2""",zf-RING_2,Ring finger domain
40219,Transcript_7365,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
40225,Transcript_7368,"""Pfam:PF09368.6""",Sas10,Sas10 C-terminal domain
40226,Transcript_7370,"""Pfam:PF05127.10""",Helicase_RecD,Helicase
40232,Transcript_7376,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
40247,Transcript_7377,"""Pfam:PF01786.13""",AOX,Alternative oxidase
40248,Transcript_7378,"""Pfam:PF13306.2""",LRR_5,Leucine rich repeats (6 copies)
40252,Transcript_7379,"""Pfam:PF13489.2""",Methyltransf_23,Methyltransferase domain
25172,Transcript_738,"""Pfam:PF04488.11""",Gly_transf_sug,Glycosyltransferase sugar-binding region containing DXD motif
40261,Transcript_7380,"""Pfam:PF00291.21""",PALP,Pyridoxal-phosphate dependent enzyme
40263,Transcript_7381,"""Pfam:PF13041.2""",PPR_2,PPR repeat family
40306,Transcript_7382,"""Pfam:PF00595.20""",PDZ,PDZ domain (Also known as DHR or GLGF)
40309,Transcript_7384,"""Pfam:PF03807.13""",F420_oxidored,NADP oxidoreductase coenzyme F420-dependent
40311,Transcript_7385,"""Pfam:PF01793.12""",Glyco_transf_15,Glycolipid 2-alpha-mannosyltransferase
40312,Transcript_7386,"""Pfam:PF01094.24""",ANF_receptor,Receptor family ligand binding region
40316,Transcript_7387,"""Pfam:PF00153.23""",Mito_carr,Mitochondrial carrier protein
40319,Transcript_7392,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
40326,Transcript_7396,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
40328,Transcript_7398,"""Pfam:PF00293.24""",NUDIX,NUDIX domain
24044,Transcript_74,"""Pfam:PF02230.12""",Abhydrolase_2,Phospholipase/Carboxylesterase
40332,Transcript_7401,"""Pfam:PF01398.17""",JAB,JAB1/Mov34/MPN/PAD-1 ubiquitin protease
40333,Transcript_7403,"""Pfam:PF00443.25""",UCH,Ubiquitin carboxyl-terminal hydrolase
40336,Transcript_7408,"""Pfam:PF00249.27""",Myb_DNA-binding,Myb-like DNA-binding domain
40339,Transcript_7409,"""Pfam:PF01423.18""",LSM,LSM domain
25173,Transcript_741,"""Pfam:PF00664.19""",ABC_membrane,ABC transporter transmembrane region
40340,Transcript_7410,"""Pfam:PF00005.23""",ABC_tran,ABC transporter
40344,Transcript_7413,"""Pfam:PF01916.13""",DS,Deoxyhypusine synthase
40349,Transcript_7414,"""Pfam:PF13637.2""",Ank_4,Ankyrin repeats (many copies)
40367,Transcript_7418,"""Pfam:PF00291.21""",PALP,Pyridoxal-phosphate dependent enzyme
40372,Transcript_7422,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
40380,Transcript_7423,"""Pfam:PF00782.16""",DSPc,"Dual specificity phosphatase, catalytic domain"
40381,Transcript_7425,"""Pfam:PF00650.16""",CRAL_TRIO,CRAL/TRIO domain
40384,Transcript_7427,"""Pfam:PF00412.18""",LIM,LIM domain
40387,Transcript_7428,"""Pfam:PF00153.23""",Mito_carr,Mitochondrial carrier protein
